user_id,signup_date,acquisition_channel
12488,2025-06-04,Organic
12489,2025-04-09,Paid Ads
12490,2025-06-04,Paid Ads
12491,2025-02-22,Paid Ads
12492,2025-06-13,Paid Ads
12493,2025-03-23,Referral
12494,2025-01-07,Organic
12495,2025-01-23,Organic
12496,2025-05-16,Organic
12497,2025-05-18,Paid Ads
12498,2025-03-06,Paid Ads
12499,2025-01-18,Paid Ads
12500,2025-01-17,Organic
12501,2025-04-13,Paid Ads
12502,2025-01-26,Referral
12503,2025-05-09,Organic
12504,2025-03-24,Paid Ads
12505,2025-03-07,Paid Ads
12506,2025-02-19,Referral
12507,2025-02-17,Paid Ads
12508,2025-06-19,Organic
12509,2025-01-15,Referral
12510,2025-03-06,Paid Ads
12511,2025-05-08,Organic
12512,2025-02-21,Paid Ads
12513,2025-05-24,Referral
12514,2025-01-22,Organic
12515,2025-03-14,Paid Ads
12516,2025-06-13,Paid Ads
12517,2025-03-19,Referral
12518,2025-01-18,Referral
12519,2025-01-05,Paid Ads
12520,2025-03-14,Paid Ads
12521,2025-06-06,Paid Ads
12522,2025-04-12,Referral
12523,2025-05-29,Referral
12524,2025-04-29,Organic
12525,2025-04-07,Paid Ads
12526,2025-06-12,Paid Ads
12527,2025-03-12,Organic
12528,2025-06-25,Referral
12529,2025-04-06,Paid Ads
12530,2025-06-26,Organic
12531,2025-01-05,Paid Ads
12532,2025-05-21,Organic
12533,2025-05-19,Organic
12534,2025-01-06,Paid Ads
12535,2025-06-04,Referral
12536,2025-02-19,Paid Ads
12537,2025-06-18,Organic
12538,2025-06-20,Referral
12539,2025-04-14,Paid Ads
12540,2025-06-12,Organic
12541,2025-06-09,Referral
12542,2025-02-23,Organic
12543,2025-06-20,Organic
12544,2025-03-16,Referral
12545,2025-04-06,Paid Ads
12546,2025-03-18,Paid Ads
12547,2025-05-01,Organic
12548,2025-06-17,Referral
12549,2025-01-25,Paid Ads
12550,2025-03-06,Organic
12551,2025-03-24,Paid Ads
12552,2025-05-27,Organic
12553,2025-01-16,Paid Ads
12554,2025-03-19,Organic
12555,2025-03-16,Referral
12556,2025-01-12,Organic
12557,2025-02-20,Paid Ads
12558,2025-05-22,Organic
12559,2025-04-06,Referral
12560,2025-01-16,Organic
12561,2025-03-07,Referral
12562,2025-05-08,Organic
12563,2025-04-09,Organic
12564,2025-04-26,Paid Ads
12565,2025-04-04,Referral
12566,2025-01-11,Paid Ads
12567,2025-02-01,Paid Ads
12568,2025-02-04,Paid Ads
12569,2025-05-05,Paid Ads
12570,2025-04-24,Organic
12571,2025-01-29,Paid Ads
12572,2025-03-13,Paid Ads
12573,2025-04-25,Referral
12574,2025-05-14,Organic
12575,2025-04-05,Organic
12576,2025-06-27,Referral
12577,2025-01-13,Referral
12578,2025-01-01,Organic
12579,2025-01-19,Referral
12580,2025-03-06,Organic
12581,2025-01-29,Organic
12582,2025-02-21,Paid Ads
12583,2025-02-06,Paid Ads
12584,2025-03-10,Referral
12585,2025-04-12,Referral
12586,2025-04-14,Organic
12587,2025-06-25,Organic
12588,2025-02-12,Organic
12589,2025-01-28,Referral
12590,2025-04-26,Organic
12591,2025-04-30,Organic
12592,2025-05-09,Paid Ads
12593,2025-06-22,Organic
12594,2025-06-09,Paid Ads
12595,2025-03-28,Paid Ads
12596,2025-05-04,Organic
12597,2025-01-05,Referral
12598,2025-04-05,Referral
12599,2025-03-08,Organic
12600,2025-03-15,Paid Ads
12601,2025-02-15,Organic
12602,2025-03-16,Paid Ads
12603,2025-03-15,Paid Ads
12604,2025-01-29,Referral
12605,2025-06-30,Paid Ads
12606,2025-04-16,Referral
12607,2025-04-02,Paid Ads
12608,2025-03-02,Organic
12609,2025-05-03,Paid Ads
12610,2025-01-01,Paid Ads
12611,2025-02-22,Paid Ads
12612,2025-03-30,Organic
12613,2025-01-22,Referral
12614,2025-06-22,Paid Ads
12615,2025-04-10,Referral
12616,2025-06-14,Paid Ads
12617,2025-04-13,Organic
12618,2025-06-08,Paid Ads
12619,2025-04-18,Organic
12620,2025-04-03,Organic
12621,2025-04-17,Paid Ads
12622,2025-03-04,Organic
12623,2025-02-05,Organic
12624,2025-04-22,Paid Ads
12625,2025-04-07,Organic
12626,2025-04-15,Paid Ads
12627,2025-01-15,Paid Ads
12628,2025-05-13,Referral
12629,2025-04-25,Paid Ads
12630,2025-04-15,Organic
12631,2025-01-30,Paid Ads
12632,2025-06-02,Organic
12633,2025-05-15,Organic
12634,2025-01-06,Paid Ads
12635,2025-01-01,Paid Ads
12636,2025-01-09,Paid Ads
12637,2025-03-31,Organic
12638,2025-05-07,Paid Ads
12639,2025-02-03,Paid Ads
12640,2025-06-04,Paid Ads
12641,2025-06-19,Paid Ads
12642,2025-01-03,Paid Ads
12643,2025-06-15,Paid Ads
12644,2025-02-28,Paid Ads
12645,2025-05-31,Organic
12646,2025-01-19,Paid Ads
12647,2025-06-18,Paid Ads
12648,2025-06-20,Organic
12649,2025-04-12,Paid Ads
12650,2025-05-10,Referral
12651,2025-05-23,Organic
12652,2025-06-26,Referral
12653,2025-02-08,Organic
12654,2025-01-09,Paid Ads
12655,2025-02-02,Referral
12656,2025-05-24,Organic
12657,2025-05-21,Referral
12658,2025-03-14,Referral
12659,2025-02-28,Paid Ads
12660,2025-05-21,Organic
12661,2025-04-25,Referral
12662,2025-03-25,Paid Ads
12663,2025-01-03,Paid Ads
12664,2025-05-02,Organic
12665,2025-04-21,Paid Ads
12666,2025-06-27,Organic
12667,2025-02-05,Organic
12668,2025-03-18,Paid Ads
12669,2025-06-30,Paid Ads
12670,2025-05-27,Organic
12671,2025-05-28,Organic
12672,2025-03-02,Paid Ads
12673,2025-01-09,Organic
12674,2025-03-17,Paid Ads
12675,2025-03-28,Referral
12676,2025-01-31,Paid Ads
12677,2025-01-19,Paid Ads
12678,2025-02-07,Referral
12679,2025-02-19,Paid Ads
12680,2025-02-07,Paid Ads
12681,2025-06-02,Paid Ads
12682,2025-04-19,Paid Ads
12683,2025-01-29,Paid Ads
12684,2025-06-08,Organic
12685,2025-04-21,Organic
12686,2025-04-16,Paid Ads
12687,2025-05-23,Paid Ads
12688,2025-03-15,Referral
12689,2025-05-25,Organic
12690,2025-02-11,Organic
12691,2025-02-07,Paid Ads
12692,2025-02-26,Paid Ads
12693,2025-04-10,Paid Ads
12694,2025-03-02,Paid Ads
12695,2025-06-06,Referral
12696,2025-03-04,Paid Ads
12697,2025-03-31,Paid Ads
12698,2025-03-21,Paid Ads
12699,2025-06-26,Paid Ads
12700,2025-01-22,Paid Ads
12701,2025-06-20,Referral
12702,2025-06-16,Paid Ads
12703,2025-03-13,Paid Ads
12704,2025-01-27,Paid Ads
12705,2025-02-23,Paid Ads
12706,2025-05-05,Paid Ads
12707,2025-03-06,Organic
12708,2025-02-14,Paid Ads
12709,2025-05-16,Organic
12710,2025-05-25,Organic
12711,2025-04-19,Organic
12712,2025-06-22,Referral
12713,2025-03-15,Organic
12714,2025-06-06,Paid Ads
12715,2025-05-03,Paid Ads
12716,2025-02-12,Referral
12717,2025-06-19,Referral
12718,2025-02-04,Paid Ads
12719,2025-02-12,Paid Ads
12720,2025-01-13,Paid Ads
12721,2025-01-26,Organic
12722,2025-06-16,Referral
12723,2025-04-26,Paid Ads
12724,2025-01-20,Referral
12725,2025-03-30,Paid Ads
12726,2025-01-08,Paid Ads
12727,2025-05-07,Referral
12728,2025-02-12,Paid Ads
12729,2025-03-16,Paid Ads
12730,2025-03-15,Paid Ads
12731,2025-05-11,Referral
12732,2025-04-02,Organic
12733,2025-06-29,Organic
12734,2025-04-11,Organic
12735,2025-06-27,Organic
12736,2025-03-13,Paid Ads
12737,2025-05-04,Organic
12738,2025-05-15,Paid Ads
12739,2025-05-03,Referral
12740,2025-02-01,Paid Ads
12741,2025-03-07,Paid Ads
12742,2025-01-12,Paid Ads
12743,2025-03-20,Paid Ads
12744,2025-04-15,Paid Ads
12745,2025-05-23,Paid Ads
12746,2025-05-25,Organic
12747,2025-03-28,Organic
12748,2025-05-09,Referral
12749,2025-01-17,Paid Ads
12750,2025-02-11,Organic
12751,2025-02-19,Paid Ads
12752,2025-05-16,Organic
12753,2025-01-31,Paid Ads
12754,2025-06-17,Referral
12755,2025-05-02,Paid Ads
12756,2025-04-11,Paid Ads
12757,2025-04-05,Paid Ads
12758,2025-01-24,Paid Ads
12759,2025-02-11,Paid Ads
12760,2025-05-01,Paid Ads
12761,2025-01-28,Referral
12762,2025-02-26,Organic
12763,2025-04-02,Paid Ads
12764,2025-03-08,Referral
12765,2025-02-01,Paid Ads
12766,2025-01-13,Referral
12767,2025-02-11,Referral
12768,2025-04-17,Paid Ads
12769,2025-03-31,Organic
12770,2025-01-31,Paid Ads
12771,2025-02-18,Paid Ads
12772,2025-02-24,Paid Ads
12773,2025-01-30,Paid Ads
12774,2025-03-23,Paid Ads
12775,2025-04-22,Organic
12776,2025-05-03,Organic
12777,2025-06-10,Referral
12778,2025-05-06,Paid Ads
12779,2025-05-03,Paid Ads
12780,2025-02-10,Organic
12781,2025-04-12,Referral
12782,2025-02-28,Organic
12783,2025-04-14,Organic
12784,2025-06-14,Referral
12785,2025-06-11,Paid Ads
12786,2025-03-03,Organic
12787,2025-06-17,Organic
12788,2025-03-15,Paid Ads
12789,2025-06-16,Paid Ads
12790,2025-04-02,Organic
12791,2025-06-09,Paid Ads
12792,2025-05-26,Referral
12793,2025-01-22,Referral
12794,2025-05-22,Paid Ads
12795,2025-02-19,Referral
12796,2025-01-09,Referral
12797,2025-05-04,Organic
12798,2025-01-26,Paid Ads
12799,2025-03-17,Referral
12800,2025-06-22,Referral
12801,2025-03-17,Paid Ads
12802,2025-03-23,Organic
12803,2025-02-01,Paid Ads
12804,2025-04-20,Referral
12805,2025-06-20,Referral
12806,2025-05-10,Paid Ads
12807,2025-04-30,Organic
12808,2025-03-05,Referral
12809,2025-02-25,Organic
12810,2025-06-29,Organic
12811,2025-01-14,Paid Ads
12812,2025-05-05,Paid Ads
12813,2025-01-20,Organic
12814,2025-05-25,Paid Ads
12815,2025-04-11,Paid Ads
12816,2025-02-20,Organic
12817,2025-05-21,Referral
12818,2025-02-07,Paid Ads
12819,2025-04-20,Referral
12820,2025-05-09,Organic
12821,2025-06-03,Organic
12822,2025-02-16,Paid Ads
12823,2025-06-09,Referral
12824,2025-03-28,Referral
12825,2025-05-12,Referral
12826,2025-06-05,Paid Ads
12827,2025-03-28,Referral
12828,2025-03-29,Paid Ads
12829,2025-03-10,Referral
12830,2025-03-26,Referral
12831,2025-04-24,Paid Ads
12832,2025-06-19,Paid Ads
12833,2025-03-30,Paid Ads
12834,2025-05-23,Paid Ads
12835,2025-01-26,Paid Ads
12836,2025-01-01,Paid Ads
12837,2025-06-22,Referral
12838,2025-01-27,Organic
12839,2025-02-15,Paid Ads
12840,2025-02-04,Paid Ads
12841,2025-01-23,Organic
12842,2025-03-31,Organic
12843,2025-05-03,Organic
12844,2025-01-09,Organic
12845,2025-01-19,Organic
12846,2025-03-30,Paid Ads
12847,2025-04-01,Paid Ads
12848,2025-06-30,Organic
12849,2025-06-07,Paid Ads
12850,2025-06-16,Paid Ads
12851,2025-02-18,Paid Ads
12852,2025-03-10,Paid Ads
12853,2025-04-28,Organic
12854,2025-05-27,Paid Ads
12855,2025-01-28,Paid Ads
12856,2025-04-06,Organic
12857,2025-02-28,Paid Ads
12858,2025-05-28,Organic
12859,2025-01-05,Paid Ads
12860,2025-01-25,Paid Ads
12861,2025-06-06,Paid Ads
12862,2025-01-04,Paid Ads
12863,2025-05-31,Organic
12864,2025-06-19,Organic
12865,2025-05-05,Referral
12866,2025-04-01,Referral
12867,2025-05-12,Paid Ads
12868,2025-04-18,Referral
12869,2025-03-17,Organic
12870,2025-06-08,Paid Ads
12871,2025-05-07,Organic
12872,2025-02-05,Organic
12873,2025-05-30,Organic
12874,2025-05-31,Paid Ads
12875,2025-05-01,Organic
12876,2025-06-02,Referral
12877,2025-03-18,Referral
12878,2025-01-01,Paid Ads
12879,2025-04-24,Paid Ads
12880,2025-06-26,Organic
12881,2025-06-10,Paid Ads
12882,2025-06-16,Paid Ads
12883,2025-01-26,Paid Ads
12884,2025-03-09,Paid Ads
12885,2025-01-06,Paid Ads
12886,2025-02-19,Paid Ads
12887,2025-05-05,Paid Ads
12888,2025-06-01,Paid Ads
12889,2025-02-18,Referral
12890,2025-05-27,Organic
12891,2025-06-17,Paid Ads
12892,2025-05-14,Paid Ads
12893,2025-06-26,Referral
12894,2025-04-20,Referral
12895,2025-03-12,Organic
12896,2025-05-18,Organic
12897,2025-02-26,Paid Ads
12898,2025-03-29,Referral
12899,2025-05-22,Organic
12900,2025-05-04,Paid Ads
12901,2025-05-16,Organic
12902,2025-02-03,Paid Ads
12903,2025-02-14,Paid Ads
12904,2025-05-24,Paid Ads
12905,2025-02-19,Paid Ads
12906,2025-06-10,Paid Ads
12907,2025-05-29,Paid Ads
12908,2025-06-03,Organic
12909,2025-05-16,Paid Ads
12910,2025-06-09,Organic
12911,2025-05-17,Referral
12912,2025-01-02,Organic
12913,2025-04-26,Paid Ads
12914,2025-05-23,Paid Ads
12915,2025-03-01,Organic
12916,2025-01-26,Referral
12917,2025-04-02,Paid Ads
12918,2025-04-19,Organic
12919,2025-05-30,Paid Ads
12920,2025-04-26,Paid Ads
12921,2025-06-10,Organic
12922,2025-01-10,Organic
12923,2025-05-12,Organic
12924,2025-01-16,Paid Ads
12925,2025-03-09,Referral
12926,2025-05-15,Paid Ads
12927,2025-01-17,Paid Ads
12928,2025-02-02,Paid Ads
12929,2025-03-14,Referral
12930,2025-02-22,Organic
12931,2025-01-01,Referral
12932,2025-06-18,Paid Ads
12933,2025-05-30,Paid Ads
12934,2025-05-13,Paid Ads
12935,2025-02-03,Paid Ads
12936,2025-01-03,Paid Ads
12937,2025-04-17,Organic
12938,2025-01-09,Paid Ads
12939,2025-06-01,Organic
12940,2025-06-16,Paid Ads
12941,2025-02-12,Organic
12942,2025-04-19,Organic
12943,2025-03-17,Paid Ads
12944,2025-05-05,Organic
12945,2025-05-03,Paid Ads
12946,2025-01-19,Organic
12947,2025-05-23,Paid Ads
12948,2025-01-19,Paid Ads
12949,2025-02-01,Paid Ads
12950,2025-05-05,Paid Ads
12951,2025-05-23,Organic
12952,2025-03-28,Paid Ads
12953,2025-03-06,Referral
12954,2025-05-05,Paid Ads
12955,2025-05-18,Organic
12956,2025-03-03,Referral
12957,2025-04-05,Paid Ads
12958,2025-01-24,Paid Ads
12959,2025-03-13,Paid Ads
12960,2025-03-29,Referral
12961,2025-03-04,Organic
12962,2025-03-27,Paid Ads
12963,2025-03-12,Referral
12964,2025-06-07,Paid Ads
12965,2025-03-05,Organic
12966,2025-01-11,Referral
12967,2025-03-29,Organic
12968,2025-05-18,Organic
12969,2025-04-14,Organic
12970,2025-05-01,Paid Ads
12971,2025-05-20,Paid Ads
12972,2025-04-20,Organic
12973,2025-04-21,Referral
12974,2025-03-09,Paid Ads
12975,2025-02-10,Referral
12976,2025-02-23,Paid Ads
12977,2025-05-19,Paid Ads
12978,2025-03-23,Paid Ads
12979,2025-01-13,Paid Ads
12980,2025-02-05,Paid Ads
12981,2025-01-13,Paid Ads
12982,2025-04-14,Organic
12983,2025-03-24,Paid Ads
12984,2025-03-23,Paid Ads
12985,2025-05-03,Organic
12986,2025-06-07,Organic
12987,2025-03-28,Organic
12988,2025-03-19,Referral
12989,2025-03-16,Referral
12990,2025-02-16,Paid Ads
12991,2025-06-12,Paid Ads
12992,2025-01-24,Referral
12993,2025-06-03,Paid Ads
12994,2025-01-02,Paid Ads
12995,2025-01-17,Referral
12996,2025-02-02,Paid Ads
12997,2025-02-19,Paid Ads
12998,2025-04-04,Paid Ads
12999,2025-04-18,Organic
13000,2025-06-09,Organic
13001,2025-06-01,Referral
13002,2025-02-23,Paid Ads
13003,2025-02-06,Organic
13004,2025-04-14,Paid Ads
13005,2025-05-24,Paid Ads
13006,2025-02-03,Organic
13007,2025-02-14,Paid Ads
13008,2025-05-21,Organic
13009,2025-01-16,Organic
13010,2025-06-20,Referral
13011,2025-06-12,Organic
13012,2025-02-21,Paid Ads
13013,2025-03-29,Referral
13014,2025-04-25,Organic
13015,2025-02-28,Organic
13016,2025-04-02,Paid Ads
13017,2025-05-01,Paid Ads
13018,2025-05-06,Paid Ads
13019,2025-01-01,Paid Ads
13020,2025-06-09,Referral
13021,2025-01-09,Organic
13022,2025-02-16,Paid Ads
13023,2025-06-25,Paid Ads
13024,2025-06-18,Referral
13025,2025-06-21,Referral
13026,2025-02-04,Referral
13027,2025-05-21,Organic
13028,2025-05-14,Organic
13029,2025-04-29,Paid Ads
13030,2025-06-14,Paid Ads
13031,2025-03-04,Paid Ads
13032,2025-02-07,Paid Ads
13033,2025-06-13,Organic
13034,2025-04-26,Organic
13035,2025-05-12,Organic
13036,2025-03-28,Paid Ads
13037,2025-04-08,Organic
13038,2025-01-01,Organic
13039,2025-05-10,Paid Ads
13040,2025-03-22,Organic
13041,2025-04-09,Paid Ads
13042,2025-06-05,Organic
13043,2025-06-03,Paid Ads
13044,2025-05-27,Organic
13045,2025-06-01,Paid Ads
13046,2025-02-17,Referral
13047,2025-02-03,Referral
13048,2025-06-01,Organic
13049,2025-01-07,Paid Ads
13050,2025-05-04,Organic
13051,2025-04-16,Referral
13052,2025-01-10,Organic
13053,2025-03-10,Paid Ads
13054,2025-05-12,Referral
13055,2025-05-06,Paid Ads
13056,2025-05-04,Referral
13057,2025-06-04,Organic
13058,2025-05-01,Paid Ads
13059,2025-04-01,Paid Ads
13060,2025-06-04,Organic
13061,2025-03-15,Organic
13062,2025-03-14,Paid Ads
13063,2025-01-14,Referral
13064,2025-02-24,Referral
13065,2025-01-28,Organic
13066,2025-06-14,Organic
13067,2025-04-05,Paid Ads
13068,2025-04-26,Organic
13069,2025-03-20,Paid Ads
13070,2025-06-29,Paid Ads
13071,2025-03-31,Referral
13072,2025-01-09,Organic
13073,2025-03-15,Referral
13074,2025-05-31,Organic
13075,2025-03-05,Organic
13076,2025-05-13,Paid Ads
13077,2025-03-29,Organic
13078,2025-01-11,Organic
13079,2025-05-25,Organic
13080,2025-02-17,Organic
13081,2025-06-19,Referral
13082,2025-03-22,Paid Ads
13083,2025-01-14,Referral
13084,2025-05-07,Referral
13085,2025-06-20,Organic
13086,2025-01-03,Referral
13087,2025-02-19,Paid Ads
13088,2025-01-10,Paid Ads
13089,2025-06-21,Paid Ads
13090,2025-04-20,Referral
13091,2025-02-28,Organic
13092,2025-04-08,Organic
13093,2025-02-12,Organic
13094,2025-05-10,Paid Ads
13095,2025-05-24,Paid Ads
13096,2025-02-11,Referral
13097,2025-04-12,Paid Ads
13098,2025-03-05,Paid Ads
13099,2025-03-19,Organic
13100,2025-05-17,Paid Ads
13101,2025-04-20,Organic
13102,2025-06-14,Organic
13103,2025-04-22,Referral
13104,2025-06-08,Organic
13105,2025-01-22,Referral
13106,2025-02-06,Paid Ads
13107,2025-06-01,Organic
13108,2025-04-15,Paid Ads
13109,2025-02-18,Organic
13110,2025-05-08,Referral
13111,2025-06-30,Paid Ads
13112,2025-02-24,Referral
13113,2025-02-27,Referral
13114,2025-05-19,Paid Ads
13115,2025-05-21,Referral
13116,2025-03-15,Paid Ads
13117,2025-03-06,Paid Ads
13118,2025-03-07,Organic
13119,2025-02-07,Paid Ads
13120,2025-02-15,Organic
13121,2025-01-08,Paid Ads
13122,2025-03-18,Organic
13123,2025-01-22,Organic
13124,2025-06-12,Paid Ads
13125,2025-03-25,Paid Ads
13126,2025-05-08,Referral
13127,2025-02-27,Paid Ads
13128,2025-06-19,Paid Ads
13129,2025-01-29,Paid Ads
13130,2025-06-18,Referral
13131,2025-02-05,Organic
13132,2025-01-13,Paid Ads
13133,2025-04-17,Organic
13134,2025-03-13,Organic
13135,2025-05-29,Paid Ads
13136,2025-02-08,Referral
13137,2025-02-14,Paid Ads
13138,2025-06-09,Paid Ads
13139,2025-01-08,Organic
13140,2025-03-23,Referral
13141,2025-05-04,Organic
13142,2025-02-22,Organic
13143,2025-01-09,Paid Ads
13144,2025-02-25,Paid Ads
13145,2025-06-09,Organic
13146,2025-06-25,Organic
13147,2025-03-12,Paid Ads
13148,2025-01-04,Organic
13149,2025-03-06,Paid Ads
13150,2025-01-26,Organic
13151,2025-03-21,Organic
13152,2025-05-06,Paid Ads
13153,2025-04-28,Organic
13154,2025-05-18,Paid Ads
13155,2025-01-15,Paid Ads
13156,2025-05-02,Paid Ads
13157,2025-02-25,Organic
13158,2025-03-29,Organic
13159,2025-02-17,Referral
13160,2025-01-13,Paid Ads
13161,2025-03-15,Paid Ads
13162,2025-04-21,Paid Ads
13163,2025-04-21,Referral
13164,2025-02-18,Organic
13165,2025-05-14,Paid Ads
13166,2025-05-05,Organic
13167,2025-06-12,Paid Ads
13168,2025-03-18,Paid Ads
13169,2025-02-14,Organic
13170,2025-02-21,Paid Ads
13171,2025-05-17,Paid Ads
13172,2025-06-08,Paid Ads
13173,2025-01-14,Organic
13174,2025-03-22,Paid Ads
13175,2025-03-09,Paid Ads
13176,2025-02-23,Organic
13177,2025-03-27,Paid Ads
13178,2025-05-25,Organic
13179,2025-01-13,Organic
13180,2025-03-27,Paid Ads
13181,2025-02-12,Paid Ads
13182,2025-06-06,Organic
13183,2025-03-24,Organic
13184,2025-03-26,Paid Ads
13185,2025-03-06,Paid Ads
13186,2025-06-11,Referral
13187,2025-01-22,Paid Ads
13188,2025-03-07,Paid Ads
13189,2025-05-05,Referral
13190,2025-03-07,Referral
13191,2025-06-18,Referral
13192,2025-03-14,Paid Ads
13193,2025-04-27,Paid Ads
13194,2025-04-19,Organic
13195,2025-01-31,Organic
13196,2025-01-09,Organic
13197,2025-02-11,Referral
13198,2025-02-07,Paid Ads
13199,2025-05-26,Referral
13200,2025-05-22,Paid Ads
13201,2025-02-23,Organic
13202,2025-01-26,Paid Ads
13203,2025-05-12,Organic
13204,2025-04-07,Organic
13205,2025-05-14,Paid Ads
13206,2025-04-19,Referral
13207,2025-06-11,Paid Ads
13208,2025-03-26,Organic
13209,2025-04-18,Referral
13210,2025-01-03,Paid Ads
13211,2025-02-02,Paid Ads
13212,2025-01-31,Paid Ads
13213,2025-02-27,Paid Ads
13214,2025-04-28,Paid Ads
13215,2025-05-25,Paid Ads
13216,2025-02-27,Organic
13217,2025-01-06,Referral
13218,2025-03-12,Paid Ads
13219,2025-03-27,Paid Ads
13220,2025-03-18,Referral
13221,2025-05-17,Organic
13222,2025-02-18,Paid Ads
13223,2025-04-12,Organic
13224,2025-02-12,Paid Ads
13225,2025-03-22,Referral
13226,2025-02-24,Paid Ads
13227,2025-03-29,Paid Ads
13228,2025-05-01,Paid Ads
13229,2025-01-09,Paid Ads
13230,2025-04-28,Paid Ads
13231,2025-03-31,Paid Ads
13232,2025-03-05,Organic
13233,2025-05-09,Paid Ads
13234,2025-04-14,Paid Ads
13235,2025-04-16,Paid Ads
13236,2025-02-02,Paid Ads
13237,2025-05-17,Organic
13238,2025-01-19,Organic
13239,2025-04-09,Referral
13240,2025-02-26,Organic
13241,2025-04-20,Organic
13242,2025-01-20,Organic
13243,2025-04-16,Organic
13244,2025-06-04,Organic
13245,2025-05-23,Paid Ads
13246,2025-02-08,Referral
13247,2025-05-12,Organic
13248,2025-01-13,Referral
13249,2025-06-30,Paid Ads
13250,2025-02-06,Paid Ads
13251,2025-06-03,Organic
13252,2025-04-11,Paid Ads
13253,2025-03-02,Paid Ads
13254,2025-03-27,Paid Ads
13255,2025-02-16,Organic
13256,2025-04-07,Organic
13257,2025-04-08,Organic
13258,2025-02-26,Paid Ads
13259,2025-06-01,Paid Ads
13260,2025-01-18,Paid Ads
13261,2025-06-08,Organic
13262,2025-01-04,Paid Ads
13263,2025-05-22,Paid Ads
13264,2025-04-27,Paid Ads
13265,2025-02-24,Organic
13266,2025-01-08,Referral
13267,2025-01-21,Paid Ads
13268,2025-01-19,Paid Ads
13269,2025-05-30,Paid Ads
13270,2025-05-29,Paid Ads
13271,2025-01-19,Referral
13272,2025-06-16,Paid Ads
13273,2025-01-17,Organic
13274,2025-01-18,Organic
13275,2025-02-03,Paid Ads
13276,2025-05-12,Paid Ads
13277,2025-06-27,Organic
13278,2025-05-06,Organic
13279,2025-03-15,Referral
13280,2025-04-10,Organic
13281,2025-03-22,Organic
13282,2025-04-26,Paid Ads
13283,2025-01-27,Paid Ads
13284,2025-03-15,Paid Ads
13285,2025-05-11,Paid Ads
13286,2025-02-07,Organic
13287,2025-03-15,Organic
13288,2025-01-31,Paid Ads
13289,2025-01-17,Paid Ads
13290,2025-05-23,Paid Ads
13291,2025-03-04,Organic
13292,2025-03-30,Organic
13293,2025-01-01,Paid Ads
13294,2025-05-24,Paid Ads
13295,2025-01-12,Paid Ads
13296,2025-03-03,Paid Ads
13297,2025-04-24,Referral
13298,2025-04-26,Organic
13299,2025-06-06,Referral
13300,2025-03-11,Paid Ads
13301,2025-02-19,Paid Ads
13302,2025-03-04,Organic
13303,2025-04-27,Paid Ads
13304,2025-06-27,Paid Ads
13305,2025-03-29,Referral
13306,2025-05-13,Paid Ads
13307,2025-06-12,Paid Ads
13308,2025-06-10,Paid Ads
13309,2025-03-04,Organic
13310,2025-01-29,Referral
13311,2025-05-20,Paid Ads
13312,2025-03-20,Paid Ads
13313,2025-01-01,Referral
13314,2025-05-17,Paid Ads
13315,2025-05-08,Paid Ads
13316,2025-06-28,Organic
13317,2025-01-06,Paid Ads
13318,2025-01-26,Paid Ads
13319,2025-04-23,Organic
13320,2025-05-01,Paid Ads
13321,2025-05-27,Organic
13322,2025-06-24,Organic
13323,2025-03-17,Organic
13324,2025-01-23,Paid Ads
13325,2025-06-21,Paid Ads
13326,2025-05-18,Referral
13327,2025-03-13,Paid Ads
13328,2025-01-29,Paid Ads
13329,2025-06-20,Paid Ads
13330,2025-04-13,Referral
13331,2025-03-15,Organic
13332,2025-01-09,Paid Ads
13333,2025-05-17,Organic
13334,2025-03-18,Referral
13335,2025-05-28,Referral
13336,2025-02-20,Organic
13337,2025-06-16,Paid Ads
13338,2025-05-13,Paid Ads
13339,2025-06-13,Paid Ads
13340,2025-01-01,Referral
13341,2025-01-09,Referral
13342,2025-02-08,Paid Ads
13343,2025-06-03,Paid Ads
13344,2025-05-08,Organic
13345,2025-01-16,Paid Ads
13346,2025-06-19,Organic
13347,2025-03-19,Organic
13348,2025-04-09,Referral
13349,2025-05-14,Referral
13350,2025-02-03,Paid Ads
13351,2025-04-23,Paid Ads
13352,2025-02-18,Paid Ads
13353,2025-05-27,Paid Ads
13354,2025-05-30,Referral
13355,2025-06-27,Organic
13356,2025-02-01,Paid Ads
13357,2025-06-06,Organic
13358,2025-01-31,Paid Ads
13359,2025-06-21,Organic
13360,2025-06-24,Paid Ads
13361,2025-01-31,Organic
13362,2025-01-23,Paid Ads
13363,2025-05-30,Paid Ads
13364,2025-06-30,Paid Ads
13365,2025-04-22,Paid Ads
13366,2025-06-08,Referral
13367,2025-05-13,Referral
13368,2025-03-07,Referral
13369,2025-05-09,Organic
13370,2025-01-02,Paid Ads
13371,2025-01-31,Paid Ads
13372,2025-04-10,Paid Ads
13373,2025-04-01,Organic
13374,2025-03-09,Paid Ads
13375,2025-04-08,Organic
13376,2025-06-15,Referral
13377,2025-05-14,Referral
13378,2025-04-19,Paid Ads
13379,2025-02-02,Referral
13380,2025-03-16,Paid Ads
13381,2025-03-21,Organic
13382,2025-04-02,Organic
13383,2025-03-21,Paid Ads
13384,2025-02-10,Paid Ads
13385,2025-01-01,Paid Ads
13386,2025-01-17,Paid Ads
13387,2025-05-23,Paid Ads
13388,2025-01-05,Paid Ads
13389,2025-06-24,Organic
13390,2025-04-08,Organic
13391,2025-02-01,Paid Ads
